Order ID,Date,Customer ID,Customer Name,Sales Person,Region,Item,Price,Quantity,Revenue,Quarter
0022,1/7/2018,11,Company K,Anne Lee,New Mexico,Item 5,289,6,1734,Q1 2018
0023,1/7/2018,8,Company H,Laura Larsen,California,Item 4,159,4,636,Q1 2018
0024,1/7/2018,12,Company L,Michael Fox,New Mexico,Item 1,399,2,798,Q1 2018
0025,1/8/2018,3,Company C,Ben Wallace,Texas,Item 1,399,0,0,Q1 2018
0026,1/8/2018,14,Company N,Michael Fox,New Mexico,Item 5,289,0,0,Q1 2018
0027,1/8/2018,14,Company N,Anne Lee,New Mexico,Item 2,199,1,199,Q1 2018
0028,1/8/2018,19,Company S,Andrew James,Arizona,Item 1,399,7,2793,Q1 2018
0029,1/9/2018,10,Company J,Laura Larsen,California,Item 2,199,3,597,Q1 2018
0030,1/9/2018,12,Company L,Anne Lee,New Mexico,Item 5,289,0,0,Q1 2018
0031,1/9/2018,6,Company F,Kim Fishman,California,Item 4,159,2,318,Q1 2018
0032,1/9/2018,6,Company F,Laura Larsen,California,Item 1,399,3,1197,Q1 2018
0033,1/10/2018,6,Company F,Laura Larsen,California,Item 3,69,2,138,Q1 2018
0034,1/11/2018,1,Company A,Ben Wallace,Texas,Item 2,199,8,1592,Q1 2018
0035,1/11/2018,16,Company P,Andrew James,Arizona,Item 2,199,5,995,Q1 2018
0036,1/11/2018,13,Company M,Anne Lee,New Mexico,Item 5,289,1,289,Q1 2018
0037,1/11/2018,13,Company M,Anne Lee,New Mexico,Item 1,399,4,1596,Q1 2018
0038,1/12/2018,20,Company T,Oscar Knox,Arizona,Item 1,399,3,1197,Q1 2018
0039,1/12/2018,19,Company S,Andrew James,Arizona,Item 3,69,8,552,Q1 2018
0040,1/12/2018,14,Company N,Michael Fox,New Mexico,Item 5,289,3,867,Q1 2018
0041,1/13/2018,9,Company I,Kim Fishman,California,Item 1,399,4,1596,Q1 2018
0042,1/13/2018,17,Company Q,Andrew James,Arizona,Item 3,69,5,345,Q1 2018
0043,1/13/2018,13,Company M,Anne Lee,New Mexico,Item 4,159,8,1272,Q1 2018
0044,1/13/2018,7,Company G,Laura Larsen,California,Item 1,399,5,1995,Q1 2018
0045,1/13/2018,12,Company L,Anne Lee,New Mexico,Item 5,289,4,1156,Q1 2018
0046,1/13/2018,14,Company N,Michael Fox,New Mexico,Item 4,159,7,1113,Q1 2018
0047,1/13/2018,17,Company Q,Oscar Knox,Arizona,Item 5,289,0,0,Q1 2018
0048,1/13/2018,16,Company P,Oscar Knox,Arizona,Item 3,69,1,69,Q1 2018
0049,1/13/2018,4,Company D,Ben Wallace,Texas,Item 4,159,5,795,Q1 2018
0050,1/13/2018,5,Company E,Ben Wallace,Texas,Item 4,159,7,1113,Q1 2018
0051,1/13/2018,19,Company S,Andrew James,Arizona,Item 1,399,6,2394,Q1 2018
0052,1/13/2018,1,Company A,Ben Wallace,Texas,Item 3,69,2,138,Q1 2018
0053,1/14/2018,17,Company Q,Andrew James,Arizona,Item 3,69,7,483,Q1 2018
0054,1/15/2018,8,Company H,Laura Larsen,California,Item 5,289,1,289,Q1 2018
0055,1/15/2018,7,Company G,Laura Larsen,California,Item 1,399,0,0,Q1 2018
0056,1/15/2018,20,Company T,Andrew James,Arizona,Item 3,69,9,621,Q1 2018
0057,1/15/2018,8,Company H,Laura Larsen,California,Item 2,199,5,995,Q1 2018
0058,1/15/2018,11,Company K,Michael Fox,New Mexico,Item 3,69,9,621,Q1 2018
0059,1/15/2018,9,Company I,Kim Fishman,California,Item 1,399,7,2793,Q1 2018
0060,1/15/2018,10,Company J,Laura Larsen,California,Item 2,199,3,597,Q1 2018
0061,1/16/2018,2,Company B,Anna Weber,Texas,Item 4,159,8,1272,Q1 2018
0062,1/17/2018,20,Company T,Andrew James,Arizona,Item 4,159,9,1431,Q1 2018
0063,1/17/2018,9,Company I,Laura Larsen,California,Item 5,289,7,2023,Q1 2018
0064,1/18/2018,9,Company I,Laura Larsen,California,Item 1,399,1,399,Q1 2018
0065,1/19/2018,9,Company I,Laura Larsen,California,Item 2,199,6,1194,Q1 2018
0066,1/19/2018,10,Company J,Laura Larsen,California,Item 5,289,3,867,Q1 2018
0067,1/20/2018,16,Company P,Oscar Knox,Arizona,Item 3,69,2,138,Q1 2018
0068,1/20/2018,13,Company M,Anne Lee,New Mexico,Item 2,199,8,1592,Q1 2018
0069,1/21/2018,19,Company S,Andrew James,Arizona,Item 2,199,8,1592,Q1 2018
0070,1/21/2018,6,Company F,Laura Larsen,California,Item 2,199,0,0,Q1 2018
0071,1/21/2018,17,Company Q,Oscar Knox,Arizona,Item 4,159,4,636,Q1 2018
0072,1/22/2018,15,Company O,Anne Lee,New Mexico,Item 1,399,4,1596,Q1 2018
0073,1/23/2018,15,Company O,Anne Lee,New Mexico,Item 4,159,1,159,Q1 2018
0074,1/23/2018,20,Company T,Oscar Knox,Arizona,Item 5,289,1,289,Q1 2018
0075,1/23/2018,13,Company M,Michael Fox,New Mexico,Item 5,289,5,1445,Q1 2018
0076,1/24/2018,18,Company R,Oscar Knox,Arizona,Item 3,69,7,483,Q1 2018
0077,1/24/2018,8,Company H,Laura Larsen,California,Item 3,69,2,138,Q1 2018
0078,1/24/2018,5,Company E,Ben Wallace,Texas,Item 5,289,1,289,Q1 2018
0079,1/24/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,8,2312,Q1 2018
0080,1/24/2018,10,Company J,Kim Fishman,California,Item 5,289,3,867,Q1 2018
0081,1/24/2018,7,Company G,Laura Larsen,California,Item 1,399,6,2394,Q1 2018
0082,1/24/2018,5,Company E,Anna Weber,Texas,Item 3,69,1,69,Q1 2018
0083,1/24/2018,10,Company J,Laura Larsen,California,Item 3,69,2,138,Q1 2018
0084,1/25/2018,18,Company R,Andrew James,Arizona,Item 1,399,1,399,Q1 2018
0085,1/26/2018,4,Company D,Ben Wallace,Texas,Item 1,399,9,3591,Q1 2018
0086,1/26/2018,12,Company L,Michael Fox,New Mexico,Item 1,399,2,798,Q1 2018
0087,1/27/2018,17,Company Q,Andrew James,Arizona,Item 4,159,3,477,Q1 2018
0088,1/27/2018,12,Company L,Michael Fox,New Mexico,Item 3,69,2,138,Q1 2018
0089,1/27/2018,8,Company H,Kim Fishman,California,Item 2,199,5,995,Q1 2018
0090,1/27/2018,12,Company L,Anne Lee,New Mexico,Item 3,69,2,138,Q1 2018
0091,1/27/2018,19,Company S,Andrew James,Arizona,Item 5,289,4,1156,Q1 2018
0092,1/28/2018,20,Company T,Oscar Knox,Arizona,Item 1,399,6,2394,Q1 2018
0093,1/29/2018,7,Company G,Kim Fishman,California,Item 1,399,1,399,Q1 2018
0094,1/29/2018,8,Company H,Kim Fishman,California,Item 2,199,2,398,Q1 2018
0095,1/29/2018,7,Company G,Laura Larsen,California,Item 3,69,8,552,Q1 2018
0096,1/30/2018,15,Company O,Michael Fox,New Mexico,Item 3,69,9,621,Q1 2018
0097,1/30/2018,11,Company K,Anne Lee,New Mexico,Item 3,69,7,483,Q1 2018
0098,1/30/2018,19,Company S,Oscar Knox,Arizona,Item 4,159,8,1272,Q1 2018
0099,1/30/2018,8,Company H,Laura Larsen,California,Item 2,199,9,1791,Q1 2018
0100,1/30/2018,12,Company L,Michael Fox,New Mexico,Item 2,199,5,995,Q1 2018
0101,1/31/2018,18,Company R,Oscar Knox,Arizona,Item 3,69,4,276,Q1 2018
0102,2/1/2018,10,Company J,Kim Fishman,California,Item 3,69,4,276,Q1 2018
0103,2/1/2018,20,Company T,Andrew James,Arizona,Item 3,69,6,414,Q1 2018
0104,2/2/2018,4,Company D,Ben Wallace,Texas,Item 1,399,1,399,Q1 2018
0105,2/2/2018,11,Company K,Michael Fox,New Mexico,Item 4,159,0,0,Q1 2018
0106,2/2/2018,2,Company B,Ben Wallace,Texas,Item 4,159,5,795,Q1 2018
0107,2/2/2018,7,Company G,Kim Fishman,California,Item 4,159,5,795,Q1 2018
0108,2/2/2018,15,Company O,Anne Lee,New Mexico,Item 1,399,2,798,Q1 2018
0109,2/2/2018,20,Company T,Oscar Knox,Arizona,Item 4,159,7,1113,Q1 2018
0110,2/3/2018,16,Company P,Oscar Knox,Arizona,Item 2,199,6,1194,Q1 2018
0111,2/3/2018,19,Company S,Andrew James,Arizona,Item 1,399,6,2394,Q1 2018
0112,2/4/2018,1,Company A,Anna Weber,Texas,Item 1,399,2,798,Q1 2018
0113,2/5/2018,17,Company Q,Oscar Knox,Arizona,Item 1,399,5,1995,Q1 2018
0114,2/5/2018,9,Company I,Kim Fishman,California,Item 4,159,4,636,Q1 2018
0115,2/5/2018,2,Company B,Ben Wallace,Texas,Item 3,69,7,483,Q1 2018
0116,2/5/2018,14,Company N,Michael Fox,New Mexico,Item 3,69,7,483,Q1 2018
0117,2/5/2018,14,Company N,Michael Fox,New Mexico,Item 1,399,7,2793,Q1 2018
0118,2/6/2018,5,Company E,Anna Weber,Texas,Item 5,289,2,578,Q1 2018
0119,2/6/2018,5,Company E,Anna Weber,Texas,Item 2,199,2,398,Q1 2018
0120,2/6/2018,14,Company N,Michael Fox,New Mexico,Item 4,159,3,477,Q1 2018
0121,2/7/2018,15,Company O,Michael Fox,New Mexico,Item 2,199,3,597,Q1 2018
0122,2/8/2018,8,Company H,Laura Larsen,California,Item 3,69,6,414,Q1 2018
0123,2/8/2018,2,Company B,Anna Weber,Texas,Item 5,289,6,1734,Q1 2018
0124,2/8/2018,4,Company D,Ben Wallace,Texas,Item 5,289,7,2023,Q1 2018
0125,2/8/2018,10,Company J,Kim Fishman,California,Item 4,159,0,0,Q1 2018
0126,2/8/2018,18,Company R,Oscar Knox,Arizona,Item 1,399,4,1596,Q1 2018
0127,2/8/2018,8,Company H,Laura Larsen,California,Item 4,159,4,636,Q1 2018
0128,2/9/2018,11,Company K,Anne Lee,New Mexico,Item 2,199,0,0,Q1 2018
0129,2/10/2018,6,Company F,Kim Fishman,California,Item 2,199,8,1592,Q1 2018
0130,2/11/2018,16,Company P,Oscar Knox,Arizona,Item 2,199,0,0,Q1 2018
0131,2/11/2018,10,Company J,Kim Fishman,California,Item 1,399,3,1197,Q1 2018
0132,2/11/2018,7,Company G,Kim Fishman,California,Item 4,159,9,1431,Q1 2018
0133,2/11/2018,12,Company L,Michael Fox,New Mexico,Item 1,399,9,3591,Q1 2018
0134,2/12/2018,13,Company M,Michael Fox,New Mexico,Item 4,159,7,1113,Q1 2018
0135,2/12/2018,16,Company P,Oscar Knox,Arizona,Item 3,69,5,345,Q1 2018
0136,2/13/2018,6,Company F,Laura Larsen,California,Item 2,199,9,1791,Q1 2018
0137,2/13/2018,12,Company L,Anne Lee,New Mexico,Item 1,399,3,1197,Q1 2018
0138,2/13/2018,14,Company N,Anne Lee,New Mexico,Item 1,399,3,1197,Q1 2018
0139,2/13/2018,13,Company M,Michael Fox,New Mexico,Item 3,69,4,276,Q1 2018
0140,2/13/2018,15,Company O,Anne Lee,New Mexico,Item 1,399,8,3192,Q1 2018
0141,2/13/2018,10,Company J,Kim Fishman,California,Item 4,159,8,1272,Q1 2018
0142,2/13/2018,10,Company J,Kim Fishman,California,Item 5,289,4,1156,Q1 2018
0143,2/13/2018,7,Company G,Laura Larsen,California,Item 5,289,5,1445,Q1 2018
0144,2/13/2018,13,Company M,Anne Lee,New Mexico,Item 4,159,2,318,Q1 2018
0145,2/13/2018,6,Company F,Kim Fishman,California,Item 2,199,6,1194,Q1 2018
0146,2/13/2018,8,Company H,Laura Larsen,California,Item 2,199,2,398,Q1 2018
0147,2/13/2018,13,Company M,Anne Lee,New Mexico,Item 4,159,5,795,Q1 2018
0148,2/13/2018,2,Company B,Ben Wallace,Texas,Item 1,399,2,798,Q1 2018
0149,2/13/2018,12,Company L,Anne Lee,New Mexico,Item 5,289,8,2312,Q1 2018
0150,2/13/2018,8,Company H,Laura Larsen,California,Item 2,199,1,199,Q1 2018
0151,2/13/2018,20,Company T,Oscar Knox,Arizona,Item 2,199,8,1592,Q1 2018
0152,2/13/2018,12,Company L,Michael Fox,New Mexico,Item 4,159,6,954,Q1 2018
0153,2/13/2018,2,Company B,Ben Wallace,Texas,Item 5,289,2,578,Q1 2018
0154,2/14/2018,8,Company H,Kim Fishman,California,Item 3,69,8,552,Q1 2018
0155,2/15/2018,15,Company O,Michael Fox,New Mexico,Item 2,199,9,1791,Q1 2018
0156,2/15/2018,18,Company R,Andrew James,Arizona,Item 4,159,4,636,Q1 2018
0157,2/16/2018,13,Company M,Michael Fox,New Mexico,Item 5,289,3,867,Q1 2018
0158,2/16/2018,11,Company K,Anne Lee,New Mexico,Item 2,199,4,796,Q1 2018
0159,2/16/2018,20,Company T,Oscar Knox,Arizona,Item 4,159,6,954,Q1 2018
0160,2/16/2018,1,Company A,Anna Weber,Texas,Item 2,199,9,1791,Q1 2018
0161,2/16/2018,8,Company H,Laura Larsen,California,Item 2,199,2,398,Q1 2018
0162,2/16/2018,15,Company O,Anne Lee,New Mexico,Item 3,69,5,345,Q1 2018
0163,2/16/2018,19,Company S,Oscar Knox,Arizona,Item 5,289,7,2023,Q1 2018
0164,2/17/2018,13,Company M,Anne Lee,New Mexico,Item 3,69,1,69,Q1 2018
0165,2/17/2018,4,Company D,Anna Weber,Texas,Item 4,159,1,159,Q1 2018
0166,2/18/2018,15,Company O,Michael Fox,New Mexico,Item 3,69,0,0,Q1 2018
0167,2/18/2018,12,Company L,Anne Lee,New Mexico,Item 3,69,1,69,Q1 2018
0168,2/18/2018,7,Company G,Kim Fishman,California,Item 4,159,2,318,Q1 2018
0169,2/18/2018,10,Company J,Laura Larsen,California,Item 3,69,4,276,Q1 2018
0170,2/18/2018,6,Company F,Laura Larsen,California,Item 3,69,3,207,Q1 2018
0171,2/19/2018,8,Company H,Laura Larsen,California,Item 1,399,6,2394,Q1 2018
0172,2/19/2018,11,Company K,Michael Fox,New Mexico,Item 3,69,5,345,Q1 2018
0173,2/19/2018,2,Company B,Ben Wallace,Texas,Item 1,399,1,399,Q1 2018
0174,2/19/2018,6,Company F,Laura Larsen,California,Item 1,399,6,2394,Q1 2018
0175,2/20/2018,11,Company K,Michael Fox,New Mexico,Item 5,289,5,1445,Q1 2018
0176,2/21/2018,13,Company M,Anne Lee,New Mexico,Item 2,199,6,1194,Q1 2018
0177,2/21/2018,8,Company H,Laura Larsen,California,Item 5,289,1,289,Q1 2018
0178,2/21/2018,13,Company M,Michael Fox,New Mexico,Item 4,159,1,159,Q1 2018
0179,2/21/2018,1,Company A,Anna Weber,Texas,Item 5,289,2,578,Q1 2018
0180,2/21/2018,20,Company T,Oscar Knox,Arizona,Item 3,69,3,207,Q1 2018
0181,2/21/2018,20,Company T,Andrew James,Arizona,Item 3,69,1,69,Q1 2018
0182,2/21/2018,1,Company A,Anna Weber,Texas,Item 4,159,2,318,Q1 2018
0183,2/22/2018,10,Company J,Kim Fishman,California,Item 2,199,2,398,Q1 2018
0184,2/23/2018,12,Company L,Anne Lee,New Mexico,Item 4,159,7,1113,Q1 2018
0185,2/23/2018,4,Company D,Ben Wallace,Texas,Item 1,399,5,1995,Q1 2018
0186,2/23/2018,5,Company E,Ben Wallace,Texas,Item 5,289,4,1156,Q1 2018
0187,2/24/2018,17,Company Q,Oscar Knox,Arizona,Item 1,399,9,3591,Q1 2018
0188,2/24/2018,17,Company Q,Andrew James,Arizona,Item 2,199,6,1194,Q1 2018
0189,2/25/2018,20,Company T,Oscar Knox,Arizona,Item 1,399,8,3192,Q1 2018
0190,2/25/2018,5,Company E,Anna Weber,Texas,Item 2,199,5,995,Q1 2018
0191,2/25/2018,11,Company K,Michael Fox,New Mexico,Item 4,159,4,636,Q1 2018
0192,2/26/2018,12,Company L,Anne Lee,New Mexico,Item 1,399,0,0,Q1 2018
0193,2/27/2018,9,Company I,Laura Larsen,California,Item 4,159,1,159,Q1 2018
0194,2/27/2018,4,Company D,Anna Weber,Texas,Item 2,199,0,0,Q1 2018
0195,2/27/2018,15,Company O,Anne Lee,New Mexico,Item 4,159,8,1272,Q1 2018
0196,2/28/2018,6,Company F,Laura Larsen,California,Item 5,289,9,2601,Q1 2018
0197,3/1/2018,18,Company R,Andrew James,Arizona,Item 3,69,8,552,Q1 2018
0198,3/1/2018,18,Company R,Oscar Knox,Arizona,Item 4,159,6,954,Q1 2018
0199,3/2/2018,17,Company Q,Andrew James,Arizona,Item 4,159,4,636,Q1 2018
0200,3/3/2018,12,Company L,Anne Lee,New Mexico,Item 2,199,4,796,Q1 2018
0201,3/4/2018,18,Company R,Oscar Knox,Arizona,Item 5,289,5,1445,Q1 2018
0202,3/5/2018,9,Company I,Kim Fishman,California,Item 2,199,0,0,Q1 2018
0203,3/6/2018,12,Company L,Michael Fox,New Mexico,Item 5,289,7,2023,Q1 2018
0204,3/7/2018,2,Company B,Anna Weber,Texas,Item 2,199,2,398,Q1 2018
0205,3/8/2018,19,Company S,Andrew James,Arizona,Item 2,199,5,995,Q1 2018
0206,3/8/2018,5,Company E,Ben Wallace,Texas,Item 1,399,6,2394,Q1 2018
0207,3/8/2018,18,Company R,Oscar Knox,Arizona,Item 2,199,6,1194,Q1 2018
0208,3/8/2018,6,Company F,Kim Fishman,California,Item 2,199,9,1791,Q1 2018
0209,3/8/2018,16,Company P,Andrew James,Arizona,Item 4,159,3,477,Q1 2018
0210,3/8/2018,14,Company N,Michael Fox,New Mexico,Item 1,399,8,3192,Q1 2018
0211,3/8/2018,4,Company D,Ben Wallace,Texas,Item 3,69,4,276,Q1 2018
0212,3/8/2018,2,Company B,Anna Weber,Texas,Item 2,199,0,0,Q1 2018
0213,3/9/2018,1,Company A,Ben Wallace,Texas,Item 4,159,2,318,Q1 2018
0214,3/10/2018,5,Company E,Ben Wallace,Texas,Item 3,69,6,414,Q1 2018
0215,3/11/2018,3,Company C,Anna Weber,Texas,Item 2,199,3,597,Q1 2018
0216,3/11/2018,18,Company R,Oscar Knox,Arizona,Item 3,69,9,621,Q1 2018
0217,3/11/2018,12,Company L,Anne Lee,New Mexico,Item 5,289,4,1156,Q1 2018
0218,3/11/2018,8,Company H,Laura Larsen,California,Item 4,159,2,318,Q1 2018
0219,3/11/2018,7,Company G,Laura Larsen,California,Item 4,159,1,159,Q1 2018
0220,3/11/2018,17,Company Q,Andrew James,Arizona,Item 4,159,2,318,Q1 2018
0221,3/11/2018,13,Company M,Michael Fox,New Mexico,Item 4,159,3,477,Q1 2018
0222,3/11/2018,4,Company D,Anna Weber,Texas,Item 2,199,8,1592,Q1 2018
0223,3/11/2018,10,Company J,Laura Larsen,California,Item 4,159,8,1272,Q1 2018
0224,3/11/2018,9,Company I,Kim Fishman,California,Item 1,399,6,2394,Q1 2018
0225,3/11/2018,2,Company B,Anna Weber,Texas,Item 1,399,9,3591,Q1 2018
0226,3/12/2018,14,Company N,Michael Fox,New Mexico,Item 1,399,1,399,Q1 2018
0227,3/13/2018,14,Company N,Michael Fox,New Mexico,Item 1,399,1,399,Q1 2018
0228,3/14/2018,1,Company A,Ben Wallace,Texas,Item 5,289,2,578,Q1 2018
0229,3/14/2018,17,Company Q,Oscar Knox,Arizona,Item 5,289,8,2312,Q1 2018
0230,3/15/2018,3,Company C,Anna Weber,Texas,Item 1,399,6,2394,Q1 2018
0231,3/15/2018,19,Company S,Oscar Knox,Arizona,Item 2,199,6,1194,Q1 2018
0232,3/15/2018,7,Company G,Laura Larsen,California,Item 1,399,9,3591,Q1 2018
0233,3/15/2018,9,Company I,Laura Larsen,California,Item 3,69,8,552,Q1 2018
0234,3/16/2018,15,Company O,Anne Lee,New Mexico,Item 2,199,2,398,Q1 2018
0235,3/16/2018,2,Company B,Anna Weber,Texas,Item 5,289,3,867,Q1 2018
0236,3/16/2018,20,Company T,Andrew James,Arizona,Item 3,69,8,552,Q1 2018
0237,3/16/2018,4,Company D,Anna Weber,Texas,Item 3,69,7,483,Q1 2018
0238,3/16/2018,7,Company G,Kim Fishman,California,Item 2,199,3,597,Q1 2018
0239,3/16/2018,16,Company P,Andrew James,Arizona,Item 1,399,9,3591,Q1 2018
0240,3/16/2018,18,Company R,Andrew James,Arizona,Item 2,199,5,995,Q1 2018
0241,3/16/2018,4,Company D,Anna Weber,Texas,Item 3,69,5,345,Q1 2018
0242,3/17/2018,2,Company B,Anna Weber,Texas,Item 5,289,0,0,Q1 2018
0243,3/17/2018,20,Company T,Oscar Knox,Arizona,Item 2,199,4,796,Q1 2018
0244,3/17/2018,4,Company D,Anna Weber,Texas,Item 4,159,2,318,Q1 2018
0245,3/18/2018,19,Company S,Oscar Knox,Arizona,Item 4,159,0,0,Q1 2018
0246,3/18/2018,20,Company T,Oscar Knox,Arizona,Item 5,289,4,1156,Q1 2018
0247,3/18/2018,6,Company F,Kim Fishman,California,Item 5,289,2,578,Q1 2018
0248,3/18/2018,18,Company R,Andrew James,Arizona,Item 3,69,5,345,Q1 2018
0249,3/18/2018,19,Company S,Oscar Knox,Arizona,Item 1,399,3,1197,Q1 2018
0250,3/18/2018,8,Company H,Kim Fishman,California,Item 4,159,7,1113,Q1 2018
0251,3/18/2018,2,Company B,Ben Wallace,Texas,Item 1,399,9,3591,Q1 2018
0252,3/18/2018,14,Company N,Michael Fox,New Mexico,Item 2,199,2,398,Q1 2018
0253,3/18/2018,16,Company P,Oscar Knox,Arizona,Item 1,399,5,1995,Q1 2018
0254,3/19/2018,6,Company F,Kim Fishman,California,Item 4,159,4,636,Q1 2018
0255,3/19/2018,5,Company E,Ben Wallace,Texas,Item 2,199,9,1791,Q1 2018
0256,3/19/2018,18,Company R,Oscar Knox,Arizona,Item 4,159,2,318,Q1 2018
0257,3/19/2018,2,Company B,Anna Weber,Texas,Item 3,69,8,552,Q1 2018
0258,3/20/2018,17,Company Q,Andrew James,Arizona,Item 1,399,5,1995,Q1 2018
0259,3/20/2018,16,Company P,Oscar Knox,Arizona,Item 5,289,1,289,Q1 2018
0260,3/20/2018,14,Company N,Michael Fox,New Mexico,Item 3,69,9,621,Q1 2018
0261,3/21/2018,4,Company D,Anna Weber,Texas,Item 2,199,8,1592,Q1 2018
0262,3/22/2018,8,Company H,Laura Larsen,California,Item 4,159,1,159,Q1 2018
0263,3/23/2018,7,Company G,Laura Larsen,California,Item 4,159,5,795,Q1 2018
0264,3/24/2018,17,Company Q,Andrew James,Arizona,Item 2,199,1,199,Q1 2018
0265,3/24/2018,17,Company Q,Oscar Knox,Arizona,Item 5,289,7,2023,Q1 2018
0266,3/25/2018,12,Company L,Anne Lee,New Mexico,Item 3,69,4,276,Q1 2018
0267,3/25/2018,16,Company P,Oscar Knox,Arizona,Item 2,199,8,1592,Q1 2018
0268,3/25/2018,4,Company D,Ben Wallace,Texas,Item 2,199,1,199,Q1 2018
0269,3/25/2018,20,Company T,Oscar Knox,Arizona,Item 2,199,6,1194,Q1 2018
0270,3/25/2018,14,Company N,Anne Lee,New Mexico,Item 1,399,9,3591,Q1 2018
0271,3/25/2018,14,Company N,Michael Fox,New Mexico,Item 2,199,3,597,Q1 2018
0272,3/25/2018,15,Company O,Anne Lee,New Mexico,Item 5,289,7,2023,Q1 2018
0273,3/25/2018,3,Company C,Ben Wallace,Texas,Item 2,199,9,1791,Q1 2018
0274,3/25/2018,7,Company G,Kim Fishman,California,Item 2,199,3,597,Q1 2018
0275,3/25/2018,7,Company G,Laura Larsen,California,Item 5,289,0,0,Q1 2018
0276,3/25/2018,2,Company B,Anna Weber,Texas,Item 4,159,7,1113,Q1 2018
0277,3/26/2018,16,Company P,Oscar Knox,Arizona,Item 5,289,3,867,Q1 2018
0278,3/26/2018,6,Company F,Kim Fishman,California,Item 1,399,8,3192,Q1 2018
0279,3/26/2018,9,Company I,Kim Fishman,California,Item 3,69,9,621,Q1 2018
0280,3/26/2018,16,Company P,Andrew James,Arizona,Item 2,199,1,199,Q1 2018
0281,3/26/2018,20,Company T,Andrew James,Arizona,Item 3,69,3,207,Q1 2018
0282,3/27/2018,16,Company P,Oscar Knox,Arizona,Item 4,159,6,954,Q1 2018
0283,3/27/2018,20,Company T,Andrew James,Arizona,Item 4,159,0,0,Q1 2018
0284,3/27/2018,2,Company B,Anna Weber,Texas,Item 4,159,4,636,Q1 2018
0285,3/27/2018,11,Company K,Michael Fox,New Mexico,Item 5,289,3,867,Q1 2018
0286,3/27/2018,13,Company M,Anne Lee,New Mexico,Item 3,69,6,414,Q1 2018
0287,3/27/2018,4,Company D,Anna Weber,Texas,Item 5,289,7,2023,Q1 2018
0288,3/27/2018,3,Company C,Ben Wallace,Texas,Item 4,159,2,318,Q1 2018
0289,3/28/2018,20,Company T,Andrew James,Arizona,Item 5,289,1,289,Q1 2018
0290,3/29/2018,3,Company C,Anna Weber,Texas,Item 4,159,9,1431,Q1 2018
0291,3/30/2018,19,Company S,Oscar Knox,Arizona,Item 3,69,3,207,Q1 2018
0292,3/30/2018,1,Company A,Ben Wallace,Texas,Item 4,159,0,0,Q1 2018
0293,3/30/2018,2,Company B,Anna Weber,Texas,Item 2,199,7,1393,Q1 2018
0294,3/30/2018,16,Company P,Oscar Knox,Arizona,Item 4,159,2,318,Q1 2018
0295,3/31/2018,7,Company G,Laura Larsen,California,Item 3,69,3,207,Q1 2018
0296,3/31/2018,9,Company I,Kim Fishman,California,Item 3,69,4,276,Q1 2018
0297,3/31/2018,14,Company N,Michael Fox,New Mexico,Item 1,399,5,1995,Q1 2018
0298,3/31/2018,13,Company M,Anne Lee,New Mexico,Item 3,69,4,276,Q1 2018
0299,3/31/2018,12,Company L,Michael Fox,New Mexico,Item 2,199,8,1592,Q1 2018
0300,4/1/2018,7,Company G,Kim Fishman,California,Item 3,69,2,138,Q2 2018
0301,4/2/2018,10,Company J,Kim Fishman,California,Item 1,399,9,3591,Q2 2018
